SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth,Handle
Pogonia Bog Pond,45.03503,-93.6305,,,3818,Radiocarbon years BP,EUPHORB,1,0.21905805,1325,POGONIA
Pogonia Bog Pond,45.03503,-93.6305,,,5803,Radiocarbon years BP,EUPHORB,2,0.55401662,1525,POGONIA
"Water Conservation Area 2A, Site 2 (Site F1)",26.359722,-80.370556,,,191,Radiocarbon years BP,EUPHORB,2,0.99009901,23,WCA2AF1
"Water Conservation Area 2A, Site 2 (Site F1)",26.359722,-80.370556,,,2219,Radiocarbon years BP,EUPHORB,1,0.5,59,WCA2AF1
"Water Conservation Area 2A, Site 2 (Site F1)",26.359722,-80.370556,,,2390,Radiocarbon years BP,EUPHORB,1,0.574712644,69,WCA2AF1
Chesapeake Bay (MD99-2209),38.88611111,-76.39444444,7388,7837,7581,Calibrated radiocarbon years BP,EUPHORB,1,0.294117647,1619,CHES2209
SRM-1,25.35277778,-81.11444444,-55,34,-22,Calibrated radiocarbon years BP,EUPHORB,15,5.905511811,7,SRM-1
SRM-1,25.35277778,-81.11444444,1894,2267,2056,Calibrated radiocarbon years BP,EUPHORB,2,2,190,SRM-1
SRM-1,25.35277778,-81.11444444,2939,3282,3094,Calibrated radiocarbon years BP,EUPHORB,2,0.664451827,255,SRM-1
SRM-1,25.35277778,-81.11444444,3936,4423,4191,Calibrated radiocarbon years BP,EUPHORB,1,1.020408163,335,SRM-1
Kealia Pond,20.79429,-156.475355,144,699,405,Radiocarbon years BP,EUPHORB,2,1.851851852,18.5,KEALIA
Kealia Pond,20.79429,-156.475355,870,1517,1128,Radiocarbon years BP,EUPHORB,1,0.617283951,43.5,KEALIA
