SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth,Handle
Banks Island 74MS12,72.366667,-119.833333,,,8143,Radiocarbon years BP,RANUNCUL,1,0.282485876,150,BI74MS12
Upper Gillies Lake,46.066667,-60.391667,,,8218,Radiocarbon years BP,RANUNCUL,1,0.99009901,430,GILLIES
Hanging Lake,68.383333,-138.383333,,,11568,Radiocarbon years BP,RANUNCUL,1,0.322580645,216,HANGING
Lake A,53.2375,-105.725,,,1597,Radiocarbon years BP,RANUNCUL,1,0.325732899,90,LAKEA
Lake A,53.2375,-105.725,,,2371,Radiocarbon years BP,RANUNCUL,1,0.269541779,130,LAKEA
Lake A,53.2375,-105.725,,,3145,Radiocarbon years BP,RANUNCUL,1,0.253807107,170,LAKEA
Lake A,53.2375,-105.725,,,4692,Radiocarbon years BP,RANUNCUL,1,0.261096606,250,LAKEA
Lake A,53.2375,-105.725,,,6240,Radiocarbon years BP,RANUNCUL,2,0.536193029,330,LAKEA
Lake A,53.2375,-105.725,,,9335,Radiocarbon years BP,RANUNCUL,1,0.260416667,490,LAKEA
Lake A,53.2375,-105.725,,,10824,Radiocarbon years BP,RANUNCUL,1,0.343642612,567,LAKEA
Lake A,53.2375,-105.725,,,6240,Radiocarbon years BP,RANUNCUL,2,0.536193029,330,LAKEA
Lateral Pond,65.942222,-135.514167,,,2293,Radiocarbon years BP,RANUNCUL,2,0.060642814,44,LATPOND
Lateral Pond,65.942222,-135.514167,,,3196,Radiocarbon years BP,RANUNCUL,2,0.066688896,60,LATPOND
Lateral Pond,65.942222,-135.514167,,,4134,Radiocarbon years BP,RANUNCUL,1,0.038153377,76,LATPOND
Lateral Pond,65.942222,-135.514167,,,4375,Radiocarbon years BP,RANUNCUL,1,0.149700599,80,LATPOND
Lateral Pond,65.942222,-135.514167,,,4617,Radiocarbon years BP,RANUNCUL,3,0.11282437,84,LATPOND
Lateral Pond,65.942222,-135.514167,,,7436,Radiocarbon years BP,RANUNCUL,1,0.136425648,128,LATPOND
Lateral Pond,65.942222,-135.514167,,,7978,Radiocarbon years BP,RANUNCUL,1,0.115874855,136,LATPOND
Lateral Pond,65.942222,-135.514167,,,9948,Radiocarbon years BP,RANUNCUL,1,0.032226877,164,LATPOND
Lateral Pond,65.942222,-135.514167,,,10238,Radiocarbon years BP,RANUNCUL,4,0.488400488,168,LATPOND
M Lake,68.266667,-133.466667,,,6673,Radiocarbon years BP,RANUNCUL,1,0.117924528,130,MARIA
M Lake,68.266667,-133.466667,,,7198,Radiocarbon years BP,RANUNCUL,2,0.293685756,140,MARIA
M Lake,68.266667,-133.466667,,,10736,Radiocarbon years BP,RANUNCUL,2,0.441501104,226,MARIA
M Lake,68.266667,-133.466667,,,10979,Radiocarbon years BP,RANUNCUL,1,0.341296928,230,MARIA
